shortGenotype,media,background,matingType,reference,comment
pet100     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
pet191     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
pex10     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
pex18     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
pex3     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
pex5     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
pex8     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
phm6     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
pib1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
pih1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
pin2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
pmp3     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
pog1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ppe1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
pph3     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
pro1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
pst1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
psy3     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ptc2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ptc7     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ptr2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
put2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
pxl1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rad24     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rad55     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ras1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rec104     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rgd1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rgs2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rif2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rmd5     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rms1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rnh202     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rom1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rom2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rot2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rpl11b     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rpl26a     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rpl31a     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rpl37b     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rpl6b     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rps1a     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rps21a     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rps22b     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rps23a     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rps27b     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rps28a     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rps29a     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rps30b     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rrf1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rrm3     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rrp8     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rsc1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rsc2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rtt103     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rtt107     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
rup1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
sac6     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
sam2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
sbe22     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
sey1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
sfl1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
shg1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
shm1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
shu2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
shy1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
sia1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
sip18     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
sir1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
sit4     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
slf1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
slt2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
slx1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
slx9     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
smf2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
snf1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
snf11     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
sol3     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
spc72     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
spl2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
spo12     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
spo13     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
spo16     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
spo71     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
spr3     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
sps100     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
srb5     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
srl3     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
srp40     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ssd1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ssf1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ssf2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
sst2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
stb2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
stb5     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ste11     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ste23     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
stp3     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
stv1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
sum1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
sur2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
sur4     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
swa2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
swf1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
swm1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
syc1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
tal1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
tdp1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
thi2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
thp2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
tif1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
tms1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
tmt1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
tom37     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
tom71     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
tor1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
tpc1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
trk2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
trm1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
trm2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
trr2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
trs33     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
tus1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
tvp15     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
tvp23     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
tvp38     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
twf1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
uba4     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ubc13     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ubc5     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ubp11     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ubp2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ung1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
upf3     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ure2     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
utp30     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
vac14     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
vam3     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
vhs1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
vid22     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
vma21     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
vma22     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
vma6     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
vps17     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
vps38     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
vps41     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
vps55     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
wss1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yal056c-a     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yap1801     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yap6     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ybr224w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ybr225w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ybr226c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ybr230c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ybr235w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ybr238c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ybr239c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ybr241c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ybr242w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ybr246w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ybr250w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ybr255w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ybr259w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ybr261c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ybr266c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ybr267w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yck1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ycl006c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ycl022c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ycl023c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ycl074w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ycl075w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ycl076w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydl061c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr049w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr051c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr056c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr061w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr063w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr065w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr066c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr067c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr089w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr090c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr094w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr095c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr102c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr107c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr109c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr112w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr117c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr119w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr124w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr128w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr131c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr132c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr133c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr134c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr248c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr249c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr250c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr262w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr266c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr274c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr278c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr282c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr286c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr287w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr291w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr306c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr307w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr314c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr316w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr317w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr319c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr326c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr330w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr333c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr334w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr336w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr417c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr444w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ydr506c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yer181c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yer184c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yer185w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yer186c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yer187w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ygl199c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ygl214w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ygl217c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ygl235w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ygr011w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ygr018c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ygr022c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ygr054w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ygr058w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ygr064w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ygr066c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ygr067c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ygr068c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ygr069w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ygr071c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ygr079w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ygr107w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ygr111w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ygr122w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr022c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr029c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr033w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr034w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr035w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr048w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr049c-a     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr049w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr078w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr080c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr087w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr095w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr096c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr097c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr100c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr112c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr113w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr115c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr116w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr121w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr125w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr126c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr130c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr138c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr139c-a     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr151c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr155w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr159w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yhr182w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yil001w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yil056w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yil102c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yil158w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yjr039w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ykr045c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ykr047w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ykr051w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ykr064w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ykr087c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ykr089c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ykr100c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ykr105c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr262c-a     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr345w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr349w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr352w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr356w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr364w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr365w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr366w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr374c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr385c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr387c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr422w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr426w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr428c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr434c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr437c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr444c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr445w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr446w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr456w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ylr460c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yml009c-a     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ymr052c-a     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ymr057c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ymr158c-b     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ymr194c-a     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ymr326c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ynr061c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ynr062c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ynr063w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ynr064c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ynr066c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ynr068c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yor008c-a     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yor097c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yor105w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yor111w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yor112w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yor114w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yor118w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yor121c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yor129c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yor131c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yor135c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yor139c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yor152c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yor154w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yor161c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yor164c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yor166c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yor170w     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yor175c     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yos9     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ypt10     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ypt35     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yrm1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
yrr1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
ysn1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
zip1     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
wild type     ,,BY4741,a,Kaeberlein Kennedy 2005 Science,
fob1     ,,BY4741,a,Kaeberlein Kennedy 2005 Science,
lys12     ,,BY4741,a,Kaeberlein Kennedy 2005 Science,
pib1     ,,BY4741,a,Kaeberlein Kennedy 2005 Science,
rei1     ,,BY4741,a,Kaeberlein Kennedy 2005 Science,
rpl6b     ,,BY4741,a,Kaeberlein Kennedy 2005 Science,
tor1     ,,BY4741,a,Kaeberlein Kennedy 2005 Science,
ybr238c     ,,BY4741,a,Kaeberlein Kennedy 2005 Science,
ybr255w     ,,BY4741,a,Kaeberlein Kennedy 2005 Science,
rpl31a     ,,BY4741,a,Kaeberlein Kennedy 2005 Science,
rpl31b     ,,BY4741,a,Kaeberlein Kennedy 2005 Science,
wild type     ,0.05 mM methionine sulfoximine,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
wild type     ,0.1 mM methionine sulfoximine,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
wild type     ,1 mM methionine sulfoximine,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
wild type     ,2.5 mM methionine sulfoximine,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
wild type     ,10 mM methionine sulfoximine,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
wild type     ,0.05% glucose,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
tor1     ,0.05% glucose,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
sch9     ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
sch9     ,0.05% glucose,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
fob1 tor1    ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
fob1 sch9    ,,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
fob1     ,0.05% glucose,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
fob1 tor1    ,0.05% glucose,BY4742,alpha,Kaeberlein Kennedy 2005 Science,
